"","X","ï....Rule_ID","Legacy_ID","Reaction_ID","Diameter","Rule_order","Rule_SMARTS","Substrate_ID","Substrate_SMILES","Product_IDs","Product_SMILES","Rule_SMILES","Rule_SMARTS_lite","Score","Score_normalized","Reaction_EC_number","Reaction_direction","Rule_relative_direction","Rule_usage","Substrat_Formula","Substrat_AtomsNum","Substrat_AVGMass","Substrat_ExMass","Product_Formula","Product_AtomsNum","Product_AVGMass","Product_ExMass","AVGmass_diff","Exactmass_diff","NumAtoms_diff","massdiffFormula","round(Exactmass_diff, digits = 4)"
"1",5788,"RR-02-96f5536b7fcf5ef0-02-F","MNXR105284_MNXM574","MNXR105284",2,1,"([#6&v4:1]-[#6&v4:2](=[#6&v4:3](-[#6&v4:4])-[#6&v4:5])-[#1&v1:6])>>([#6&v4:1]-[#6&v4:2](-[#6&v4:3](-[#6&v4:4])(-[#6&v4:5])-[#1&v1])(-[#1&v1])-[#1&v1:6])","MNXM574","[H][O][C]1([H])[C]([H])([H])[C]([H])([H])[C]2([C]([H])([H])[H])[C]3=[C]([C]([H])([H])[C]([H])([H])[C]2([H])[C]1([H])[H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])=[C]([C]([H])([H])[H])[C]([H])([H])[H])[C]1([C]([H])([H])[H])[C]([H])([H])[C]3([H])[H]","MNXM2494","[H][O][C]1([H])[C]([H])([H])[C]([H])([H])[C]2([C]([H])([H])[H])[C]3=[C]([C]([H])([H])[C]([H])([H])[C]2([H])[C]1([H])[H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1([C]([H])([H])[H])[C]([H])([H])[C]3([H])[H]","[C]-[C](=[C](-[C])-[C])-[H]>>[C]-[C](-[C](-[C])(-[C])-[H])(-[H])-[H]","([#6&v4]-[#6&v4](=[#6&v4](-[#6&v4])-[#6&v4])-[#1&v1])>>([#6&v4]-[#6&v4](-[#6&v4](-[#6&v4])(-[#6&v4])-[#1&v1])(-[#1&v1])-[#1&v1])",1.397940009,0.264346129,"1.3.1.72",1,1,"forward","C27H44O","72","384.63866730918","384.339216028","C27H46O","74","386.654548816831","386.354866092",2.01588150765099,2.015650064,2,"H2",2.0157
"2",5789,"RR-02-b4b47130857f0b3a-02-F","MNXR105284_MNXM2494","MNXR105284",2,1,"([#6&v4:1]-[#6&v4:2](-[#6&v4:3](-[#6&v4:4])(-[#6&v4:5])-[#1&v1:6])(-[#1&v1:7])-[#1&v1:8])>>([#1&+&v0:6].[#6&v4:1]-[#6&v4:2](=[#6&v4:3](-[#6&v4:4])-[#6&v4:5])-[#1&v1:8].[#6&v4]1(-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]2:[#7&v3](-[#6&v4]3(-[#1&v1])-[#6&v4](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#6&v4](-[#8&v2]-[#15&v5](-[#8&v2]-[#15&v5](-[#8&v2]-[#6&v4](-[#6&v4]4(-[#1&v1])-[#8&v2]-[#6&v4](-[#7&v3]5-[#6&v4](-[#1&v1])=[#6&v4](-[#6&v4](=[#7&v3]-[#1&v1])-[#8&v2]-[#1&v1])-[#6&v4](-[#1&v1])(-[#1&v1:7])-[#6&v4](-[#1&v1])=[#6&v4]-5-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4]-4(-[#8&v2]-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#8&v2]-3):[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:1:2)","MNXM2494","[H][O][C]1([H])[C]([H])([H])[C]([H])([H])[C]2([C]([H])([H])[H])[C]3=[C]([C]([H])([H])[C]([H])([H])[C]2([H])[C]1([H])[H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1([C]([H])([H])[H])[C]([H])([H])[C]3([H])[H]","MNXM1.MNXM574.MNXM6","[H+].[H][O][C]1([H])[C]([H])([H])[C]([H])([H])[C]2([C]([H])([H])[H])[C]3=[C]([C]([H])([H])[C]([H])([H])[C]2([H])[C]1([H])[H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])=[C]([C]([H])([H])[H])[C]([H])([H])[H])[C]1([C]([H])([H])[H])[C]([H])([H])[C]3([H])[H].[H][N]=[C]([O][H])[C]1=[C]([H])[N]([C]2([H])[O][C]([H])([C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][C]([H])([H])[C]3([H])[O][C]([H])([n]4[c]([H])[n][c]5[c]([N]([H])[H])[n][c]([H])[n][c]54)[C]([H])([O][P](=[O])([O][H])[O][H])[C]3([H])[O][H])[C]([H])([O][H])[C]2([H])[O][H])[C]([H])=[C]([H])[C]1([H])[H]","[C]-[C](-[C](-[C])(-[C])-[H])(-[H])-[H]>>[C]-[C](=[C](-[C])-[C])-[H].[H+].[c]1(-[N](-[H])-[H]):[n]:[c](-[H]):[n]:[c]2:[n](-[C]3(-[H])-[C](-[O]-[P](=[O])(-[O]-[H])-[O]-[H])(-[H])-[C](-[O]-[H])(-[H])-[C](-[C](-[O]-[P](-[O]-[P](-[O]-[C](-[C]4(-[H])-[O]-[C](-[N]5-[C](-[H])=[C](-[C](=[N]-[H])-[O]-[H])-[C](-[H])(-[H])-[C](-[H])=[C]-5-[H])(-[H])-[C](-[O]-[H])(-[H])-[C]-4(-[O]-[H])-[H])(-[H])-[H])(=[O])-[O]-[H])(=[O])-[O]-[H])(-[H])-[H])(-[H])-[O]-3):[c](-[H]):[n]:[c]:1:2","([#6&v4]-[#6&v4](-[#6&v4](-[#6&v4])(-[#6&v4])-[#1&v1])(-[#1&v1])-[#1&v1])>>([#1&+&v0].[#6&v4]-[#6&v4](=[#6&v4](-[#6&v4])-[#6&v4])-[#1&v1].[#6&v4]1(-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]2:[#7&v3](-[#6&v4]3(-[#1&v1])-[#6&v4](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#6&v4](-[#8&v2]-[#15&v5](-[#8&v2]-[#15&v5](-[#8&v2]-[#6&v4](-[#6&v4]4(-[#1&v1])-[#8&v2]-[#6&v4](-[#7&v3]5-[#6&v4](-[#1&v1])=[#6&v4](-[#6&v4](=[#7&v3]-[#1&v1])-[#8&v2]-[#1&v1])-[#6&v4](-[#1&v1])(-[#1&v1])-[#6&v4](-[#1&v1])=[#6&v4]-5-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4]-4(-[#8&v2]-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#8&v2]-3):[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:1:2)",1.278753601,0.282035635,"1.3.1.72",1,-1,"retro","C27H46O","74","386.654548816831","386.354866092","C48H75N7O18P3","151","1131.06837561826","1130.43759487009",744.413826801429,744.08272877809,77,"C21H29N7O17P3",744.0827
"3",5879,"RR-02-26864cebe3077d2a-02-F","MNXR105437_MNXM7","MNXR105437",2,1,"([#15&v5:1]-[#8&v2:2]-[#1&v1:3])>>([#15&v5:1]-[#8&v2:2]-[#15&v5](-[#8&v2]-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1].[#8&v2](-[#1&v1:3])-[#1&v1])","MNXM7","[H][O][C]1([H])[C]([H])([n]2[c]([H])[n][c]3[c]([N]([H])[H])[n][c]([H])[n][c]32)[O][C]([H])([C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H])[C]1([H])[O][H]","MNXM2.MNXM3","[H][O][H].[H][O][C]1([H])[C]([H])([n]2[c]([H])[n][c]3[c]([N]([H])[H])[n][c]([H])[n][c]32)[O][C]([H])([C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H])[C]1([H])[O][H]","[P]-[O]-[H]>>[O](-[H])-[H].[P]-[O]-[P](-[O]-[H])(=[O])-[O]-[H]","([#15&v5]-[#8&v2]-[#1&v1])>>([#15&v5]-[#8&v2]-[#15&v5](-[#8&v2]-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1].[#8&v2](-[#1&v1])-[#1&v1])",3.236789099,0.134344169,"",0,1,"both","C10H15N5O10P2","42","427.201558846141","427.02941494","C10H18N5O14P3","50","525.196762447896","525.006310146",97.9952036017551,97.9768952060001,8,"H3O4P",97.9769
"4",5880,"RR-02-027c52126cf42b64-02-F","MNXR105437_MNXM9","MNXR105437",2,1,"([#8&v2:1]-[#15&v5:2](=[#8&v2:3])(-[#8&v2:4]-[#1&v1:5])-[#8&v2:6])>>([#6&v4](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#15&v5:2](-[#8&v2:1])(=[#8&v2:3])-[#8&v2:6])(-[#6&v4]1(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#7&v3]2:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]3:[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:2:3)(-[#1&v1])-[#8&v2]-1)(-[#1&v1])-[#1&v1].[#8&v2:4](-[#1&v1])-[#1&v1:5])","MNXM9","[H][O][P](=[O])([O][H])[O][H]","MNXM2.MNXM3","[H][O][H].[H][O][C]1([H])[C]([H])([n]2[c]([H])[n][c]3[c]([N]([H])[H])[n][c]([H])[n][c]32)[O][C]([H])([C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H])[C]1([H])[O][H]","[O]-[P](=[O])(-[O]-[H])-[O]>>[C](-[O]-[P](=[O])(-[O]-[H])-[O]-[P](=[O])(-[O]-[H])-[O]-[P](-[O])(=[O])-[O])(-[C]1(-[H])-[C](-[O]-[H])(-[H])-[C](-[O]-[H])(-[H])-[C](-[n]2:[c](-[H]):[n]:[c]3:[c](-[N](-[H])-[H]):[n]:[c](-[H]):[n]:[c]:2:3)(-[H])-[O]-1)(-[H])-[H].[O](-[H])-[H]","([#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2])>>([#6&v4](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#15&v5](-[#8&v2])(=[#8&v2])-[#8&v2])(-[#6&v4]1(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#7&v3]2:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]3:[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:2:3)(-[#1&v1])-[#8&v2]-1)(-[#1&v1])-[#1&v1].[#8&v2](-[#1&v1])-[#1&v1])",3.236789099,0.134344169,"",0,1,"both","H3O4P","8","97.995203601755","97.976895206","C10H18N5O14P3","50","525.196762447896","525.006310146",427.201558846141,427.02941494,42,"C10H15N5O10P2",427.0294
"5",5881,"RR-02-232dfa2cea170713-02-F","MNXR105437_MNXM2","MNXR105437",2,1,"([#8&v2:1](-[#1&v1:2])-[#1&v1:3])>>([#6&v4](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#1&v1:2])(-[#6&v4]1(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#7&v3]2:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]3:[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:2:3)(-[#1&v1])-[#8&v2]-1)(-[#1&v1])-[#1&v1].[#8&v2](-[#15&v5](=[#8&v2])(-[#8&v2:1]-[#1&v1:3])-[#8&v2]-[#1&v1])-[#1&v1])","MNXM2","[H][O][H]","MNXM7.MNXM9","[H][O][C]1([H])[C]([H])([n]2[c]([H])[n][c]3[c]([N]([H])[H])[n][c]([H])[n][c]32)[O][C]([H])([C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H])[C]1([H])[O][H].[H][O][P](=[O])([O][H])[O][H]","[O](-[H])-[H]>>[C](-[O]-[P](=[O])(-[O]-[H])-[O]-[P](=[O])(-[O]-[H])-[O]-[H])(-[C]1(-[H])-[C](-[O]-[H])(-[H])-[C](-[O]-[H])(-[H])-[C](-[n]2:[c](-[H]):[n]:[c]3:[c](-[N](-[H])-[H]):[n]:[c](-[H]):[n]:[c]:2:3)(-[H])-[O]-1)(-[H])-[H].[O](-[P](=[O])(-[O]-[H])-[O]-[H])-[H]","([#8&v2](-[#1&v1])-[#1&v1])>>([#6&v4](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#1&v1])(-[#6&v4]1(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4](-[#7&v3]2:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]3:[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:2:3)(-[#1&v1])-[#8&v2]-1)(-[#1&v1])-[#1&v1].[#8&v2](-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#1&v1])-[#1&v1])",3.324693914,0.13125835,"",0,-1,"both","H2O","3","18.015286435221","18.010564684","C10H18N5O14P3","50","525.196762447896","525.006310146",507.181476012675,506.995745462,47,"C10H16N5O13P3",506.9957
"6",5882,"RR-02-6444f57de34a091c-02-F","MNXR105437_MNXM3","MNXR105437",2,1,"([#15&v5:1]-[#8&v2:2]-[#15&v5:3](-[#8&v2:4])(=[#8&v2:5])-[#8&v2:6])>>([#15&v5:1]-[#8&v2:2]-[#1&v1].[#8&v2:4]-[#15&v5:3](=[#8&v2:5])(-[#8&v2]-[#1&v1])-[#8&v2:6])","MNXM3","[H][O][C]1([H])[C]([H])([n]2[c]([H])[n][c]3[c]([N]([H])[H])[n][c]([H])[n][c]32)[O][C]([H])([C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H])[C]1([H])[O][H]","MNXM7.MNXM9","[H][O][C]1([H])[C]([H])([n]2[c]([H])[n][c]3[c]([N]([H])[H])[n][c]([H])[n][c]32)[O][C]([H])([C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H])[C]1([H])[O][H].[H][O][P](=[O])([O][H])[O][H]","[P]-[O]-[P](-[O])(=[O])-[O]>>[O]-[P](=[O])(-[O]-[H])-[O].[P]-[O]-[H]","([#15&v5]-[#8&v2]-[#15&v5](-[#8&v2])(=[#8&v2])-[#8&v2])>>([#15&v5]-[#8&v2]-[#1&v1].[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2])",3.3586961,0.130102421,"",0,-1,"both","C10H16N5O13P3","47","507.181476012675","506.995745462","C10H18N5O14P3","50","525.196762447896","525.006310146",18.0152864352211,18.010564684,3,"H2O",18.0106
"7",8493,"RR-02-4d6b8a5317db5d5f-02-F","MNXR108112_MNXM396","MNXR108112",2,1,"([#6&v4:1](=[#8&v2:2])(-[#6&v4:3])-[#8&v2:4]-[#1&v1:5])>>([#8&v2:4](-[#1&v1:5])-[#1&v1].[#8&v2](-[#6&v4](=[#7&v3]-[#6&v4](-[#6&v4](-[#16&v2]-[#6&v4:1](=[#8&v2:2])-[#6&v4:3])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#6&v4](-[#6&v4](-[#7&v3]=[#6&v4](-[#8&v2]-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#6&v4](-[#6&v4](-[#1&v1])(-[#1&v1])-[#1&v1])(-[#6&v4](-[#1&v1])(-[#1&v1])-[#1&v1])-[#6&v4](-[#8&v2]-[#15&v5](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#6&v4](-[#6&v4]1(-[#1&v1])-[#8&v2]-[#6&v4](-[#7&v3]2:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]3:[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:2:3)(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4]-1(-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])","MNXM396","[H][O][C](=[O])[C]([H])([C]([H])([H])[H])[C]([H])([H])[O][H]","MNXM1034.MNXM2","[H][O][C](=[N][C]([H])([H])[C]([H])([H])[S][C](=[O])[C]([H])([C]([H])([H])[H])[C]([H])([H])[O][H])[C]([H])([H])[C]([H])([H])[N]=[C]([O][H])[C]([H])([O][H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][C]([H])([H])[C]1([H])[O][C]([H])([n]2[c]([H])[n][c]3[c]([N]([H])[H])[n][c]([H])[n][c]32)[C]([H])([O][H])[C]1([H])[O][P](=[O])([O][H])[O][H].[H][O][H]","[C](=[O])(-[C])-[O]-[H]>>[O](-[C](=[N]-[C](-[C](-[S]-[C](=[O])-[C])(-[H])-[H])(-[H])-[H])-[C](-[C](-[N]=[C](-[O]-[H])-[C](-[O]-[H])(-[C](-[C](-[H])(-[H])-[H])(-[C](-[H])(-[H])-[H])-[C](-[O]-[P](-[O]-[P](=[O])(-[O]-[H])-[O]-[C](-[C]1(-[H])-[O]-[C](-[n]2:[c](-[H]):[n]:[c]3:[c](-[N](-[H])-[H]):[n]:[c](-[H]):[n]:[c]:2:3)(-[H])-[C](-[O]-[H])(-[H])-[C]-1(-[O]-[P](=[O])(-[O]-[H])-[O]-[H])-[H])(-[H])-[H])(=[O])-[O]-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H].[O](-[H])-[H]","([#6&v4](=[#8&v2])(-[#6&v4])-[#8&v2]-[#1&v1])>>([#8&v2](-[#1&v1])-[#1&v1].[#8&v2](-[#6&v4](=[#7&v3]-[#6&v4](-[#6&v4](-[#16&v2]-[#6&v4](=[#8&v2])-[#6&v4])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#6&v4](-[#6&v4](-[#7&v3]=[#6&v4](-[#8&v2]-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#6&v4](-[#6&v4](-[#1&v1])(-[#1&v1])-[#1&v1])(-[#6&v4](-[#1&v1])(-[#1&v1])-[#1&v1])-[#6&v4](-[#8&v2]-[#15&v5](-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#6&v4](-[#6&v4]1(-[#1&v1])-[#8&v2]-[#6&v4](-[#7&v3]2:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]3:[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1]):[#7&v3]:[#6&v4](-[#1&v1]):[#7&v3]:[#6&v4]:2:3)(-[#1&v1])-[#6&v4](-[#8&v2]-[#1&v1])(-[#1&v1])-[#6&v4]-1(-[#8&v2]-[#15&v5](=[#8&v2])(-[#8&v2]-[#1&v1])-[#8&v2]-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(=[#8&v2])-[#8&v2]-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])",2.445604203,0.170400308,"3.1.2.4",1,-1,"retro","C4H8O3","15","104.104684400467","104.047344116","C25H44N7O19P3S","99","871.640776544142","871.162553078",767.536092143675,767.115208962,84,"C21H36N7O16SP3",767.1152
"8",5838,"RR-02-bd80801ac7888f6e-02-F","MNXR105347_MNXM89557","MNXR105347",2,1,"([#6&v4:1]-[#7&v3:2](-[#1&v1:3])-[#1&v1:4])>>([#8&v2](-[#1&v1:4])-[#1&v1].[#8&v2](-[#6&v4](=[#8&v2])-[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1])(-[#6&v4](-[#6&v4](-[#6&v4](-[#6&v4](-[#7&v3:2](-[#6&v4:1])-[#1&v1:3])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])-[#1&v1])","MNXM89557","[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([C](=[O])[O][H])[N]([H])[H]","MNXM2.MNXM384","[H][O][H].[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([C](=[O])[O][H])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([C](=[O])[O][H])[N]([H])[H]","[C]-[N](-[H])-[H]>>[O](-[C](=[O])-[C](-[N](-[H])-[H])(-[C](-[C](-[C](-[C](-[N](-[C])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H].[O](-[H])-[H]","([#6&v4]-[#7&v3](-[#1&v1])-[#1&v1])>>([#8&v2](-[#1&v1])-[#1&v1].[#8&v2](-[#6&v4](=[#8&v2])-[#6&v4](-[#7&v3](-[#1&v1])-[#1&v1])(-[#6&v4](-[#6&v4](-[#6&v4](-[#6&v4](-[#7&v3](-[#6&v4])-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])-[#1&v1])",0.77815125,0.392297186,"1.5.1.9",-1,1,"retro","C5H9NO4","19","147.129469185686","147.053157768","C11H22N2O7","42","294.302032355893","294.142701044",147.172563170207,147.089543276,23,"C6H13NO3",147.0895
"9",5839,"RR-02-e1119f60006c1301-02-F","MNXR105347_MNXM89905","MNXR105347",2,1,"([#6&v4:1]-[#6&v4:2](=[#8&v2:3])-[#1&v1:4])>>([#6&v4:1]-[#6&v4:2](-[#7&v3](-[#6&v4](-[#6&v4](=[#8&v2])-[#8&v2]-[#1&v1])(-[#6&v4](-[#6&v4](-[#6&v4](-[#8&v2]-[#1&v1])=[#8&v2])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1:4].[#8&v2:3](-[#1&v1])-[#1&v1])","MNXM89905","[H][O][C](=[O])[C]([H])([N]([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])=[O]","MNXM2.MNXM384","[H][O][H].[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([C](=[O])[O][H])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([C](=[O])[O][H])[N]([H])[H]","[C]-[C](=[O])-[H]>>[C]-[C](-[N](-[C](-[C](=[O])-[O]-[H])(-[C](-[C](-[C](-[O]-[H])=[O])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H].[O](-[H])-[H]","([#6&v4]-[#6&v4](=[#8&v2])-[#1&v1])>>([#6&v4]-[#6&v4](-[#7&v3](-[#6&v4](-[#6&v4](=[#8&v2])-[#8&v2]-[#1&v1])(-[#6&v4](-[#6&v4](-[#6&v4](-[#8&v2]-[#1&v1])=[#8&v2])(-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1])-[#1&v1])-[#1&v1])(-[#1&v1])-[#1&v1].[#8&v2](-[#1&v1])-[#1&v1])",1.079181246,0.317626,"1.5.1.9",-1,1,"retro","C6H11NO3","21","145.156681662556","145.073893212","C11H22N2O7","42","294.302032355893","294.142701044",149.145350693337,149.068807832,21,"C5H11NO4",149.0688
